index,Date,Time,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,year,isMilitary,cleaned_summary,main_cause
470,1938-05-24,22:17,"Cleveland, Ohio",United Air Lines,Douglas DST-A-207A,10.0,10.0,0.0,An uncontrollable fire developed in the right engine and the pilot decided to make an emergency landing rather than try to reach Cleveland Airport. The plane struck trees in level flight 8.5 miles east of Cleveland Airport. A fire in the right engine accessory section which resulted from the failure of a cylinder barrel and was fed from the right engine oil supply.,1938,False,"['uncontrollable', 'fire', 'developed', 'right', 'engine', 'pilot', 'decided', 'make', 'emergency', 'landing', 'rather', 'try', 'reach', 'cleveland', 'airport', 'plane', 'struck', 'tree', 'level', 'flight', 'mile', 'east', 'cleveland', 'airport', 'fire', 'right', 'engine', 'accessory', 'section', 'resulted', 'failure', 'cylinder', 'barrel', 'fed', 'right', 'engine', 'oil', 'supply']",Mechanical Failure
474,1938-06-19,,"Mount  Mercedario, Chile",Pan American Grace Airways,Douglas DC-2,4.0,4.0,0.0,"An hour after leaving Santiago, radio contact with the flight was lost, as it had crashed in the high Andes.  It was not found until February 1941, by indians, who plundered the aircraft and the dead passengers looking for valuables.",1938,False,"['hour', 'leaving', 'santiago', 'radio', 'contact', 'flight', 'lost', 'crashed', 'high', 'andes', 'found', 'february', 'indian', 'plundered', 'aircraft', 'dead', 'passenger', 'looking', 'valuable']",Unkown
475,1938-07-08,02:56,"Billings, Montana",Northwest Orient Airlines,Lockheed 14 Super Electra,10.0,10.0,0.0,"While taking off from Billings, the airplane left the ground in a stalled condition from which the pilot attempted to recover by use of full emergency power. Emergency power was not available because of improper adjustment of the stop which had been placed on the quadrant of the propeller pitch control levers, preventing the levers from going to the full low pitch position. As a result of the stalled condition, the airplane fell off on the right wing and crashed at a point 1,100 feet beyond the NE runway, the pilot having cut the switch just prior to the impact.",1938,False,"['taking', 'billing', 'airplane', 'left', 'ground', 'stalled', 'condition', 'pilot', 'attempted', 'recover', 'use', 'full', 'emergency', 'power', 'emergency', 'power', 'available', 'improper', 'adjustment', 'stop', 'placed', 'quadrant', 'propeller', 'pitch', 'control', 'lever', 'preventing', 'lever', 'going', 'full', 'low', 'pitch', 'position', 'result', 'stalled', 'condition', 'airplane', 'fell', 'right', 'wing', 'crashed', 'point', 'foot', 'beyond', 'ne', 'runway', 'pilot', 'cut', 'switch', 'prior', 'impact']",Weather Conditions
476,1938-07-14,,"Off Sardinia, Italy",Ala Littoria,Savoia Marchetti S-66,20.0,20.0,0.0,The flying boat crashed into the Tyrrhenian Sea after the collapse of a wing.,1938,False,"['flying', 'boat', 'crashed', 'tyrrhenian', 'sea', 'collapse', 'wing']",Unkown
477,1938-07-22,,"Stulpica, Romania",LOT Polish Airlines,Lockheed 14H Super Electra,14.0,14.0,0.0,Crashed after being struck by lightning.,1938,False,"['crashed', 'struck', 'lightning']",Collision/Geographical
479,1938-07-27,,"Kisumu, Kenya",Imperial Airways,Armstrong-Withworth Atlanta,4.0,4.0,0.0,Flew into a hillside soon after takeoff from Kisumu. The ship was named 'Amalthea.',1938,False,"['flew', 'hillside', 'soon', 'takeoff', 'kisumu', 'ship', 'named', 'amalthea']",Unkown
480,1938-07-29,04:11,PacifiOcean between Manila and Guam,Pan American World Airways,Martin M-130 (flying boat),15.0,15.0,0.0,"The plane crashed into the ocean while en route between Guam and Manilla. The last known position was 12.27 N, 130.40 W or 582 nm east southeast of Manila at 04:00 GCT. Cause unknown. The plane may have been hijacked by the Japanese and flown to Truk Island where the crew and passengers were murdered. The aircraft was named 'Hawaii Clipper.'",1938,False,"['plane', 'crashed', 'ocean', 'en', 'route', 'guam', 'manilla', 'last', 'known', 'position', 'n', 'w', 'nm', 'east', 'southeast', 'manila', 'gct', 'cause', 'unknown', 'plane', 'may', 'hijacked', 'japanese', 'flown', 'truk', 'island', 'crew', 'passenger', 'murdered', 'aircraft', 'named', 'hawaii', 'clipper']",Unkown
483,1938-08-13,,"Kiel, Germany",CSA Czech Airlines,Savoia-Marchetti SM73,17.0,16.0,0.0,Crashed into the Black Forest mountains in poor weather conditions. One stewardess survived.,1938,False,"['crashed', 'black', 'forest', 'mountain', 'poor', 'weather', 'condition', 'one', 'stewardess', 'survived']",Weather Conditions
484,1938-08-15,,"Guanabara, Brazil",Syndicato Condor,Junkers JU-52/3m,9.0,9.0,0.0,"Flew into a mountain wave after taking off, went into a dive and crashed into Guanabara Bay.",1938,False,"['flew', 'mountain', 'wave', 'taking', 'went', 'dive', 'crashed', 'guanabara', 'bay']",Collision/Geographical
485,1938-08-18,,"Bucharest, Romania",LOT Polish Airlines,Lockheed 14 Electra,7.0,7.0,0.0,Caught fire after a ground looping.,1938,False,"['caught', 'fire', 'ground', 'looping']",Unkown
486,1938-08-18,,"Montnago, Italy",Macchi,Macchi C-94,13.0,13.0,0.0,The sea plane crashed shortly after taking off.,1938,False,"['sea', 'plane', 'crashed', 'shortly', 'taking']",Unkown
487,1938-08-24,08:00,"Wangmoon, China",China National Aviation Corporation,Douglas DC-2,17.0,14.0,0.0,"While en route from Hong Kong to Chungking, the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin.",1938,False,"['en', 'route', 'hong', 'kong', 'chungking', 'aircraft', 'shot', 'japanese', 'military', 'fighter', 'aircraft', 'named', 'kweilin']",Shot down
488,1938-08-29,,"Innisfail, Australia",North Queensland Airways,De Havilland DH-84,9.0,5.0,0.0,Crashed into a cane field while attempting to land when the pilot swerved to avoid a tractor.,1938,False,"['crashed', 'cane', 'field', 'attempting', 'land', 'pilot', 'swerved', 'avoid', 'tractor']",Pilot Error
490,1938-10-01,,"Grisons, Switzerland",Deutsche Lufthansa,Junkers JU-52/3m,13.0,13.0,0.0,Missing. One postal bag found in a glacier.,1938,False,"['missing', 'one', 'postal', 'bag', 'found', 'glacier']",Unkown
491,1938-10-10,,"Soest, Germany",Sabena,Savbia-Marchetti  S-73P,20.0,20.0,0.0,The aircraft broke-up in midair and crashed to the ground.Airport.,1938,False,"['aircraft', 'broke', 'midair', 'crashed', 'ground', 'airport']",Unkown
492,1938-10-25,,"Mt. Dandenong, Australia",Australian National Airways,Douglas DC-2-112,18.0,18.0,0.0,Crashed into Mt. Daodenong while en route,1938,False,"['crashed', 'mt', 'daodenong', 'en', 'route']",Unkown
494,1938-11-04,10:50,"Channel Islands, Jersey",Jersey Airways,de Havilland DH-86,14.0,14.0,1.0,Caught fire and crashed into a field two minutes after taking off. A farm worker was crushed to death when the wreckage landed on him.,1938,False,"['caught', 'fire', 'crashed', 'field', 'two', 'minute', 'taking', 'farm', 'worker', 'crushed', 'death', 'wreckage', 'landed']",Unkown
495,1938-11-14,18:41,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Douglas DC-3,19.0,6.0,0.0,The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg.,1938,False,"['aircraft', 'flew', 'ground', 'approach', 'poor', 'visibility', 'first', 'officer', 'commander', 'military', 'flying', 'school', 'soesterberg']",Weather Conditions
496,1938-11-18,00:51,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Lockheed 14 Electra,2.0,2.0,0.0,The mail plane crashed several minutes after taking off from Regina,1938,False,"['mail', 'plane', 'crashed', 'several', 'minute', 'taking', 'regina']",Unkown
497,1938-11-26,,"Bathurst, Gambia",Deutsche Lufthansa,Junkers JU90V2,15.0,11.0,0.0,During takeoff the aircraft hit a palm tree and burst into flames due to engine failure.,1938,False,"['takeoff', 'aircraft', 'hit', 'palm', 'tree', 'burst', 'flame', 'due', 'engine', 'failure']",Mechanical Failure
498,1938-11-27,,"Bagdad, Iraq",Imperial Airways,Short Empire Flying Boat,6.0,4.0,0.0,The flying boat crashed on Lake Ramadi.,1938,False,"['flying', 'boat', 'crashed', 'lake', 'ramadi']",Unkown
499,1938-11-29,05:30,"Off Point Reyes, California",United Air Lines,Douglas DC 3-A-SB-3-G-14,7.0,7.0,0.0,"The aircraft ran out of fuel and ditched into the ocean. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers, charged with the responsibilities of directing the operation of the trip, to properly safeguard the flight, resulting in forced landing of the aircraft at sea due to exhausted fuel supply.",1938,False,"['aircraft', 'ran', 'fuel', 'ditched', 'ocean', 'failure', 'pilot', 'definitely', 'establish', 'position', 'aircraft', 'standard', 'orientation', 'procedure', 'within', 'reasonable', 'time', 'intersecting', 'leg', 'oakland', 'radio', 'range', 'company', 'flight', 'dispatcher', 'charged', 'responsibility', 'directing', 'operation', 'trip', 'properly', 'safeguard', 'flight', 'resulting', 'forced', 'landing', 'aircraft', 'sea', 'due', 'exhausted', 'fuel', 'supply']",Pilot Error
500,1938-12-08,,"Off Kubashima, Japan",Japan Aviation Corporation,Nakajima DC-2,12.0,10.0,0.0,Crashed into the sea near Okinawa due to engine failure.,1938,False,"['crashed', 'sea', 'near', 'okinawa', 'due', 'engine', 'failure']",Mechanical Failure
501,1938-12-09,,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Lockheed 14-WF62 Super Electra,4.0,4.0,0.0,Struck a dyke near Schiphol Airport and caught fire while taking off.,1938,False,"['struck', 'dyke', 'near', 'schiphol', 'airport', 'caught', 'fire', 'taking']",Collision/Geographical
502,1938-12-12,,"Darwin, Australia",Qantas,Short S23 ‘C’ Class flying boat,13.0,13.0,0.0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qanta,1938,False,"['shot', 'japanese', 'aircraft', 'owned', 'imperial', 'airway', 'operated', 'qanta']",Shot down
503,1939-01-07,,"Paris, France",Swissair,Douglas DC-2-115B,9.0,5.0,0.0,The aircraft crashed while attempting to land.,1939,False,"['aircraft', 'crashed', 'attempting', 'land']",Unkown
504,1939-01-13,21:15,"Miles City, Montana",Northwest Orient Airlines,Lockheed 14-H Super Electra,4.0,4.0,0.0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It  was not possible to determine the exact origin and source of the fire.",1939,False,"['aircraft', 'crashed', 'foot', 'past', 'runway', 'boundry', 'taking', 'fire', 'considerable', 'intensity', 'developed', 'prior', 'crash', 'cockpit', 'aircraft', 'immediate', 'vicinity', 'gasoline', 'cross', 'feed', 'valve', 'possible', 'determine', 'exact', 'origin', 'source', 'fire']",Unkown
505,1939-01-13,,"Rio de Janeiro, Brazil",Syndicato Condor,Junkers JU-52/3m,9.0,9.0,0.0,The seaplane crashed in flames in mountains northeast of Rio de Janeiro.,1939,False,"['seaplane', 'crashed', 'flame', 'mountain', 'northeast', 'rio', 'de', 'janeiro']",Collision/Geographical
506,1939-01-18,,"Katherine, Australia",Guinea Airways,Lockheed 14 Electra,4.0,4.0,0.0,Crashed into the Katherine River during a storm.,1939,False,"['crashed', 'katherine', 'river', 'storm']",Weather Conditions
507,1939-01-21,12:30,AtlantiOcean between N.Y. and Bermuda,Imperial Airways,Short S-23 (flying boat),13.0,3.0,0.0,"While en route, the aircraft ditched, broke in two  and sank in the AtlantiOcean, 285 miles SE of Long Island New York. Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing. The aircraft was named Cavalier.",1939,False,"['en', 'route', 'aircraft', 'ditched', 'broke', 'two', 'sank', 'atlantiocean', 'mile', 'se', 'long', 'island', 'new', 'york', 'complete', 'loss', 'power', 'two', 'inner', 'engine', 'partial', 'loss', 'power', 'two', 'outer', 'engine', 'due', 'carburetor', 'icing', 'aircraft', 'named', 'cavalier']",Mechanical Failure
508,1939-02-24,,Mediterranean Sea,Deutsche Lufthansa,Junkers JU-52/3m,10.0,10.0,0.0,Crashed into the Mediterranean Sea.,1939,False,"['crashed', 'mediterranean', 'sea']",Unkown
511,1939-03-18,,"Near Adler, Washington",Boeing Aircraft Company,Boeing 307 Stratoliner,10.0,10.0,0.0,"The aircraft crashed after the tail broke off. Dutch engineer A.G. von Baumhauer among those killed.  He was a famous helicopter pioneer who first came up with the tail rotor/main rotor configuration which is in use today. Strructural failure of the wings and horizontal tail surfaces due t o the imposition of loads thereon in excess of those for which they were designed, the failure occurring in an abrupt pull-out from a dive following recovery from an inadvertent spin.",1939,False,"['aircraft', 'crashed', 'tail', 'broke', 'dutch', 'engineer', 'g', 'von', 'baumhauer', 'among', 'killed', 'famous', 'helicopter', 'pioneer', 'first', 'came', 'tail', 'rotor', 'main', 'rotor', 'configuration', 'use', 'today', 'strructural', 'failure', 'wing', 'horizontal', 'tail', 'surface', 'due', 'imposition', 'load', 'thereon', 'excess', 'designed', 'failure', 'occurring', 'abrupt', 'pull', 'dive', 'following', 'recovery', 'inadvertent', 'spin']",Unkown
514,1939-03-26,14:48,"Oklahoma City, Oklahoma",Braniff Airlines,Douglas DC-2-112,12.0,8.0,0.0,"An explosion in an engine, just after takeoff blew the two halves of the cowl open creating excessive drag and causing the left wing to drop. The captain tried to circle back, but the wing impacted an embankment along a section line road and crashed about 100 yards inside the boundary. Either the hot metal of the engines or some other source ignited the fuel spilling out of the ruptured tank and the cabin was quickly engulfed in flames. The initial cause of the explosion was a cylinder blow out which was a problem with that particular engine and had caused problems in two other aircraft, a TWA and United DC-2, both of which landed safely.",1939,False,"['explosion', 'engine', 'takeoff', 'blew', 'two', 'half', 'cowl', 'open', 'creating', 'excessive', 'drag', 'causing', 'left', 'wing', 'drop', 'captain', 'tried', 'circle', 'back', 'wing', 'impacted', 'embankment', 'along', 'section', 'line', 'road', 'crashed', 'yard', 'inside', 'boundary', 'either', 'hot', 'metal', 'engine', 'source', 'ignited', 'fuel', 'spilling', 'ruptured', 'tank', 'cabin', 'quickly', 'engulfed', 'flame', 'initial', 'cause', 'explosion', 'cylinder', 'blow', 'problem', 'particular', 'engine', 'caused', 'problem', 'two', 'aircraft', 'twa', 'united', 'dc', 'landed', 'safely']",Mechanical Failure
515,1939-04-03,,"Near Marrakech, Morocco",Air France,Caudron C.635 Simoun,9.0,9.0,0.0,Crashed into a mountain.,1939,False,"['crashed', 'mountain']",Collision/Geographical
517,1939-05-02,,"Near Marrakech, Morocco",Air France,Dewoitine D-338,9.0,9.0,0.0,Crashed due to icing.,1939,False,"['crashed', 'due', 'icing']",Weather Conditions
520,1939-07-20,,"Konstanz, Switzerland",Swissair,Junkers JU86 Z-2,6.0,6.0,0.0,The aircraft crashed after an engine fire.,1939,False,"['aircraft', 'crashed', 'engine', 'fire']",Mechanical Failure
521,1939-08-04,,"Barcelona, Spain",Deutsche Lufthansa,Junkers JU-52/3m,7.0,7.0,0.0,Crashed in the Llaveria mountains in heavy fog and caught fire. The plane hit the highest peak of the mountains.,1939,False,"['crashed', 'llaveria', 'mountain', 'heavy', 'fog', 'caught', 'fire', 'plane', 'hit', 'highest', 'peak', 'mountain']",Collision/Geographical
522,1939-08-13,16:35,"Rio de Janerio, Brazil",Pan American World Airways,Sikorsky S43 (flying boat),16.0,14.0,0.0,"The plane lost power from the left engine, yawed to the left, and started a descending turn in the same direction. The plane continued to lose altitude and turn at a sharper and steeper angle until it struck a caisson anchored at right angles to a small island in the harbor immediately adjacent to its landing approach path.   Loss of power from the left engine during the landing approach, necessitating an attempted landing under extremely hazardous conditions.",1939,False,"['plane', 'lost', 'power', 'left', 'engine', 'yawed', 'left', 'started', 'descending', 'turn', 'direction', 'plane', 'continued', 'lose', 'altitude', 'turn', 'sharper', 'steeper', 'angle', 'struck', 'caisson', 'anchored', 'right', 'angle', 'small', 'island', 'harbor', 'immediately', 'adjacent', 'landing', 'approach', 'path', 'loss', 'power', 'left', 'engine', 'landing', 'approach', 'necessitating', 'attempted', 'landing', 'extremely', 'hazardous', 'condition']",Mechanical Failure
